Wave	Chlorophyll-a	Chlorophyll-b	DV_chlorophyll-a	Chlorophyllide-a	Phaeophorbide-a	Phaeophytin-a	Chlorophyll-C3	chlorophyll-c2
603	    0.002714111	0.002443042	0.002424087	0.004626132	0.003035963	0.002197416	0.003524228	0.002648568												
602.2	0.002593998	0.002508684	0.002281315	0.004495089	0.002932784	0.002138322	0.003710889	0.002637517												
601.3	0.00251278	0.002582178	0.002246424	0.004347257	0.002810857	0.002047002	0.003976557	0.002716081												
600.5	0.002368124	0.0026159	0.002122265	0.004149142	0.002671169	0.001959996	0.004168046	0.002722671												
599.6	0.00230077	0.002630411	0.002069738	0.004030829	0.00253658	0.001872226	0.004433889	0.00278611												
598.8	0.002154927	0.002621084	0.001945937	0.003871516	0.002378271	0.001756388	0.004729144	0.002847432												
597.9	0.002145536	0.002672207	0.001907981	0.003741755	0.002243694	0.001665202	0.005007484	0.002968921												
597.1	0.002034888	0.0026745	0.00180107	0.003604129	0.002101045	0.001555385	0.005327012	0.003058468												
596.2	0.00199613	0.002680576	0.001784462	0.003462016	0.001963472	0.001453984	0.005658861	0.00327152												
595.4	0.001903224	0.002658724	0.001710976	0.003353191	0.001827634	0.001369691	0.005942798	0.003407249												
594.5	0.001866927	0.002616902	0.00170459	0.003227618	0.001721527	0.001292578	0.006350243	0.003578601												
593.7	0.001872686	0.002659107	0.00164633	0.003190765	0.001619356	0.001213461	0.006635484	0.003836336												
592.8	0.001840411	0.002604025	0.001679877	0.003165899	0.0015142	0.001132611	0.007009975	0.004100298												
591.9	0.001840198	0.002572451	0.00163648	0.00308515	0.001408298	0.001086273	0.007328014	0.004406379												
591.1	0.001867247	0.002539028	0.0016429	0.003022961	0.00133606	0.001017959	0.007635725	0.004705242												
590.2	0.001855855	0.002500238	0.001594394	0.003028137	0.001261521	0.000961899	0.007923496	0.005015885												
589.4	0.001929694	0.002440707	0.001619837	0.002990446	0.001184996	0.00091087	0.008226306	0.005420801												
588.5	0.001927341	0.00244745	0.001614331	0.002999544	0.001148787	0.000870844	0.008474513	0.005682538												
587.7	0.001958215	0.002318948	0.001599544	0.00300138	0.001109524	0.000836222	0.00867862	0.006048176												
586.8	0.001981374	0.002270232	0.001624493	0.00299042	0.001071172	0.00082836	0.008815341	0.006472865												
586	    0.002024507	0.002214972	0.001656906	0.003048409	0.001023947	0.000796768	0.008949123	0.006733792												
585.1	0.002047136	0.002196756	0.001583021	0.003008046	0.001005757	0.000776505	0.008956324	0.0070165												
584.3	0.002106247	0.002109504	0.001602426	0.003062894	0.000975783	0.000754204	0.009015821	0.007290836												
583.4	0.002079777	0.002056687	0.001536942	0.003019627	0.000946842	0.000736358	0.009031408	0.007558998												
582.6	0.00213313	0.001986953	0.001537248	0.003080204	0.0009538	0.000738353	0.008995784	0.007675672												
581.7	0.002095135	0.001960243	0.001522126	0.003045469	0.000955153	0.000731069	0.008846056	0.007822507												
580.9	0.002133159	0.001925617	0.001494201	0.003039812	0.000950584	0.000712403	0.008754903	0.007924477												
580	    0.002066247	0.001883433	0.001441161	0.003071444	0.000950897	0.000717702	0.008544374	0.007935716												
579.1	0.00209079	0.001846272	0.001471205	0.003079678	0.000928728	0.000729199	0.008326268	0.007932861												
578.3	0.002053648	0.00184357	0.001388695	0.002992592	0.000937121	0.000702037	0.008065394	0.007884207												
577.4	0.002030979	0.001797587	0.001417287	0.002994548	0.000941483	0.000734148	0.007841181	0.007839352												
576.6	0.001978205	0.001777732	0.001354282	0.002972465	0.000945355	0.000720783	0.007650366	0.007688617												
575.7	0.001998303	0.001732928	0.001377934	0.002944813	0.000946191	0.000719957	0.007377011	0.007443382												
574.9	0.001937812	0.001739676	0.001309674	0.003009447	0.00096545	0.000738346	0.007015154	0.00716429												
574	    0.001912074	0.001697204	0.001308367	0.002933342	0.000976878	0.000753867	0.006672249	0.006967027												
573.2	0.001835906	0.001684771	0.001228394	0.00285752	0.000983874	0.000757897	0.006358276	0.006741788												
572.3	0.001832552	0.001692904	0.001240184	0.002849313	0.001018176	0.000771985	0.006065048	0.006502388												
571.5	0.001770026	0.001723854	0.001188769	0.002768004	0.001024203	0.000779194	0.005766148	0.006210808												
570.6	0.001731209	0.001684099	0.001200966	0.002796157	0.001059596	0.000803074	0.005451642	0.005971549												
569.8	0.001635246	0.001696	0.00109769	0.00272279	0.001082955	0.000818082	0.005152353	0.005749379												
568.9	0.001638329	0.001674923	0.001141948	0.002766161	0.001135326	0.00082952	0.004883842	0.005539209												
568.1	0.001540357	0.001636227	0.001047629	0.002683619	0.001139137	0.000855719	0.004671979	0.005398176												
567.2	0.001497145	0.001613593	0.001056946	0.002642148	0.001165388	0.000878353	0.004407943	0.005183228												
566.3	0.001437526	0.001642832	0.001023792	0.002632479	0.001194068	0.000890821	0.004154168	0.005110698												
565.5	0.001382516	0.00160792	0.001002596	0.002662885	0.001231654	0.000931209	0.003945472	0.004947761												
564.6	0.00127416	0.001609792	0.000966439	0.002595598	0.001256438	0.000953064	0.003732616	0.00482519												
563.8	0.001282372	0.001582104	0.00098185	0.002568531	0.00127883	0.000963989	0.003523787	0.004745297												
562.9	0.001163194	0.001560567	0.000885659	0.002510665	0.001294716	0.000980135	0.003323021	0.004621444												
562.1	0.001169272	0.00154064	0.000894694	0.002473451	0.001320258	0.001002544	0.003138594	0.004517999												
561.2	0.001092301	0.001525581	0.00084467	0.002414107	0.00132671	0.001010997	0.002965066	0.004374229												
560.4	0.001074112	0.001506975	0.000869443	0.00237946	0.001358132	0.001043471	0.002868995	0.004278545												
559.5	0.00097347	0.00148035	0.000850929	0.002341221	0.001365836	0.001029561	0.002660188	0.004185358												
558.7	0.000967894	0.001462863	0.000832434	0.002323036	0.001367536	0.001037865	0.002588924	0.004018722												
557.8	0.000858224	0.001424108	0.000810644	0.002240461	0.001376048	0.001038528	0.002441662	0.003944239												
557	    0.00088658	0.001441372	0.000813333	0.00223766	0.001382265	0.001041718	0.002338939	0.003749346												
556.1	0.000826823	0.001425436	0.000790386	0.002200309	0.001361144	0.001032509	0.002289784	0.003676176												
555.3	0.000819598	0.001400749	0.000818907	0.002204957	0.001364325	0.001033065	0.002208323	0.003609507												
554.4	0.0007727	0.001423305	0.000796908	0.002141548	0.001340633	0.001015052	0.002095512	0.003479352												
553.5	0.000766006	0.001420477	0.000806564	0.002107138	0.001348719	0.001025487	0.002071153	0.003343223												
552.7	0.000719439	0.001384675	0.000762952	0.002079059	0.001332652	0.00101379	0.002079781	0.003310805												
551.8	0.000722554	0.001369694	0.000783689	0.002074813	0.001331803	0.001022695	0.002022378	0.003178695												
551	    0.000700897	0.001392958	0.000783877	0.002025313	0.001323141	0.001001208	0.001934434	0.003120794												
550.1	0.000781891	0.001428369	0.000818817	0.002112716	0.001347793	0.001019634	0.00196533	0.003111918												
549.3	0.000683662	0.001358761	0.000798999	0.002068947	0.001384245	0.001009166	0.001955318	0.003105742												
548.4	0.00073874	0.001395705	0.000807496	0.002101988	0.001425317	0.001039059	0.001959785	0.002976735												
547.6	0.000707823	0.001346314	0.000809545	0.002113641	0.001499156	0.001070044	0.001945025	0.003037815												
546.7	0.000759301	0.001396001	0.000871245	0.002139871	0.001565442	0.001119433	0.001946229	0.002967044												
545.9	0.000713505	0.001360174	0.000831007	0.002176872	0.001664	0.001196559	0.001914876	0.00296202												
545	    0.000731766	0.001416358	0.000868703	0.002290767	0.001763455	0.001233294	0.001964252	0.003022462												
544.2	0.000739651	0.001344426	0.000855204	0.002298754	0.001868894	0.001331376	0.001924176	0.002972395												
543.3	0.000742909	0.001341909	0.000862185	0.002425327	0.00205437	0.001452851	0.001971778	0.003051936												
542.5	0.000751341	0.001330596	0.000878429	0.002569375	0.002287762	0.001638208	0.00193453	0.003073044												
541.6	0.000780729	0.001321223	0.000902726	0.002689202	0.00249616	0.001800003	0.001964921	0.003040156												
540.7	0.000741438	0.0012789	0.000869194	0.002764866	0.002719032	0.001982483	0.001947794	0.003051302												
539.9	0.000790925	0.001280467	0.000875013	0.002884048	0.00293178	0.002133525	0.001918826	0.002984011												
539	    0.000799656	0.001276269	0.000905951	0.003019632	0.003140799	0.002317784	0.001896075	0.002975921												
538.2	0.000775079	0.001219103	0.000870624	0.00310006	0.003343148	0.002469616	0.001839999	0.002988656												
537.3	0.000790553	0.001205469	0.000890504	0.003236246	0.003499621	0.00260164	0.001811761	0.002934653												
536.5	0.000788512	0.001187623	0.000863186	0.003285699	0.003629162	0.002703029	0.00182714	0.002831961												
535.6	0.00077187	0.001162584	0.000853935	0.003284027	0.003667089	0.002766652	0.00179743	0.002782954												
534.8	0.000792534	0.001154569	0.000849434	0.003325614	0.003671007	0.002777701	0.001755603	0.002717442												
533.9	0.000764748	0.001106114	0.000820961	0.00323739	0.003623126	0.002759627	0.0017223	0.002650479												
533.1	0.000789734	0.00111035	0.000818519	0.003208802	0.003502991	0.002664234	0.001702558	0.002598245												
532.2	0.000781103	0.001073005	0.00081619	0.003113565	0.003357014	0.002569635	0.0016649	0.002480187												
531.4	0.000770793	0.001011723	0.000811234	0.003104893	0.003177131	0.002424306	0.001651433	0.002439757												
530.5	0.00075345	0.00102113	0.000745425	0.003004886	0.002985682	0.002288317	0.001563036	0.002364985												
529.7	0.000739348	0.000983297	0.000772136	0.002855895	0.002786173	0.002130256	0.001584481	0.002295255												
528.8	0.000731756	0.000952111	0.000726393	0.002781973	0.002592584	0.001986718	0.001508152	0.002236288												
527.9	0.00069918	0.000921734	0.000751301	0.002660714	0.002407173	0.001841208	0.00147817	0.002134807												
527.1	0.00070923	0.000877657	0.000728491	0.00258238	0.002259116	0.001715713	0.001446134	0.002100056												
526.2	0.000664296	0.000842373	0.000690438	0.002478975	0.002119173	0.001608332	0.001417598	0.001998763												
525.4	0.000639786	0.000827354	0.000633801	0.002402608	0.002018787	0.001527456	0.001366007	0.001968649												
524.5	0.000644964	0.000832137	0.000630925	0.002427975	0.001956942	0.001474377	0.001331927	0.001850179												
523.7	0.000621613	0.000820098	0.000631015	0.002327345	0.001922589	0.001423092	0.001333239	0.001804656												
522.8	0.000634314	0.000791178	0.000594217	0.002361838	0.001889508	0.001389942	0.00130151	0.001747628												
522	    0.000565998	0.000763033	0.000575483	0.002286181	0.001886371	0.001387662	0.001255856	0.001649956												
521.1	0.000550046	0.000736894	0.000584484	0.002319863	0.001909298	0.001405899	0.001219514	0.001628895												
520.3	0.000535899	0.000699458	0.000513581	0.002333254	0.001965436	0.001437687	0.001219836	0.001542469												
519.4	0.000522741	0.000750394	0.000485131	0.002295414	0.002015358	0.001461344	0.00119204	0.001494739												
518.6	0.000508324	0.000699666	0.00050357	0.002311735	0.002072949	0.001531755	0.001154835	0.001476575												
517.7	0.000488769	0.000685782	0.00049339	0.002357993	0.002186742	0.001583395	0.001183725	0.001434614												
516.9	0.000440205	0.000705451	0.000487949	0.002400036	0.002293425	0.00165676	0.001106737	0.001391317												
516	    0.00044341	0.00071876	0.00046322	0.002486183	0.002441223	0.001751692	0.001174003	0.001336026												
515.1	0.000381343	0.000674408	0.000461816	0.002496725	0.002576067	0.001869072	0.001105004	0.001290863												
514.3	0.000415477	0.000704283	0.000475878	0.002616421	0.002752147	0.00196591	0.001128045	0.001299721												
513.4	0.000409174	0.000697209	0.000451323	0.002678769	0.002904556	0.002088922	0.001115646	0.001270808												
512.6	0.000388885	0.000691836	0.000451951	0.002756543	0.003043275	0.002190126	0.001142844	0.001299974												
511.7	0.000375736	0.000695887	0.000446318	0.002836267	0.003255611	0.002360029	0.001158549	0.001225208												
510.9	0.000390568	0.000725219	0.000440171	0.002951098	0.00349942	0.002557513	0.001153769	0.001192961												
510	    0.00040092	0.000733691	0.000428938	0.003081845	0.003695699	0.00268392	0.0011099	0.00117915												
509.2	0.000353939	0.000698565	0.000441564	0.003177454	0.003860317	0.002805005	0.001122619	0.001112527												
508.3	0.000364508	0.000750853	0.00046165	0.003198637	0.003976699	0.002924922	0.001154851	0.001118031												
507.5	0.000351033	0.000705196	0.000426458	0.003266326	0.004082813	0.002984233	0.001191931	0.001092607												
506.6	0.000338945	0.000748454	0.000458509	0.003273956	0.004138606	0.003057974	0.001165769	0.001081702												
505.8	0.000366084	0.000773691	0.000445354	0.003326494	0.004150546	0.003049823	0.00122495	0.001067296												
504.9	0.000348602	0.000782559	0.000465717	0.003292431	0.004149073	0.00306146	0.001206612	0.001080092												
504.1	0.000326673	0.000756055	0.000471018	0.003279904	0.004125162	0.003043935	0.001204125	0.001080994												
503.2	0.000349753	0.00081195	0.000471327	0.00324835	0.004072798	0.002996088	0.001243162	0.001069835												
502.3	0.000365603	0.000835923	0.000411002	0.003277489	0.00401068	0.002956132	0.001285788	0.001037849												
501.5	0.000331715	0.000825513	0.000434369	0.003185496	0.003922768	0.002899626	0.001274117	0.001058504												
500.6	0.000379981	0.000876547	0.000469113	0.003189511	0.003837687	0.002839979	0.001380802	0.001010906												
499.8	0.000359742	0.000902587	0.000460426	0.003075222	0.003744347	0.002771559	0.001319828	0.001065037												
498.9	0.000356269	0.000923786	0.000479614	0.003054881	0.003642991	0.00270895	0.001447016	0.001038903												
498.1	0.000337518	0.000951869	0.000498407	0.003035982	0.003524253	0.002633207	0.001469382	0.001051372												
497.2	0.000331148	0.001014295	0.000458573	0.002939315	0.003387476	0.00252954	0.001606303	0.001027203												
496.4	0.000305423	0.001054115	0.000508818	0.002832338	0.003275265	0.002433108	0.001624257	0.00102073												
495.5	0.00034212	0.001125397	0.000475855	0.002815081	0.003097633	0.002328611	0.001775606	0.000989725												
494.7	0.000310686	0.001196506	0.000476062	0.002715449	0.00293929	0.002198373	0.001898167	0.00100581												
493.8	0.00034732	0.001276656	0.000481846	0.002650681	0.002783196	0.002071171	0.002068564	0.001011028												
493	    0.000315645	0.001355214	0.000549102	0.00252354	0.002596442	0.001955558	0.002209979	0.001068969												
492.1	0.000287773	0.001462992	0.00047529	0.002420812	0.002446514	0.00180993	0.002427262	0.001016194												
491.3	0.000286687	0.001558351	0.000457983	0.002345526	0.002284467	0.001713367	0.002646859	0.001064395												
490.4	0.000323534	0.001753023	0.000493804	0.002349919	0.002135625	0.00159245	0.002985844	0.001079183												
489.5	0.000256375	0.00182672	0.000474613	0.002199542	0.002009679	0.001512155	0.003328412	0.001148647												
488.7	0.00031319	0.002080746	0.000496378	0.002190935	0.001905657	0.001411039	0.003730319	0.001108119												
487.8	0.000253412	0.002268612	0.000503545	0.00213139	0.001799878	0.001342401	0.004190957	0.001178251												
487	    0.000251892	0.002493233	0.000502227	0.002086669	0.001728362	0.001295167	0.004753836	0.001282358												
486.1	0.000227031	0.002733735	0.000493838	0.002061846	0.001665811	0.001232221	0.005274071	0.001340731												
485.3	0.000246966	0.003048523	0.000488291	0.0019979	0.00166348	0.001198157	0.006110156	0.001387737												
484.4	0.000197348	0.003332829	0.000503344	0.001993539	0.001603938	0.001201776	0.006762217	0.001499369												
483.6	0.000176151	0.003712226	0.000504625	0.001965776	0.001595649	0.001171364	0.007736462	0.001549757												
482.7	0.00017583	0.00414338	0.000542001	0.002013613	0.001601597	0.001185466	0.008741026	0.001808148												
481.9	0.000174103	0.00459666	0.0005233	0.002026174	0.001592092	0.00116146	0.009898993	0.001831219												
481	    0.000166303	0.005050951	0.000553265	0.002000242	0.001604969	0.001168515	0.010839369	0.001973261												
480.2	0.000201505	0.005524412	0.000532157	0.00203101	0.001627011	0.001183209	0.011974741	0.002195217												
479.3	0.00017543	0.00613943	0.000551987	0.002035347	0.001628503	0.001191689	0.013638243	0.002546938												
478.5	0.000168254	0.007025498	0.000565435	0.002055131	0.001662132	0.001203171	0.015681539	0.002870559												
477.6	0.000146828	0.007846059	0.000573956	0.002061773	0.00165396	0.001226367	0.017545361	0.003253494												
476.7	0.000148549	0.008720945	0.000554164	0.002114822	0.001694718	0.001228882	0.019610918	0.003749314												
475.9	0.000121877	0.009622506	0.000610199	0.002093326	0.001695653	0.001241092	0.021676718	0.004308432												
475	    0.000164333	0.010653984	0.000638457	0.002140832	0.001688658	0.001230675	0.023892886	0.005020359												
474.2	0.000148838	0.011715151	0.000613988	0.0021646	0.001709534	0.001232656	0.026158086	0.005779824												
473.3	0.000166577	0.012871532	0.000627552	0.002213084	0.001717813	0.001255447	0.028541525	0.006738608												
472.5	0.000121317	0.014051294	0.000680942	0.00213511	0.001699141	0.001243709	0.030871487	0.007858988												
471.6	0.000193066	0.015397272	0.000665987	0.002318038	0.001710184	0.001239775	0.033386701	0.009070469												
470.8	0.000158558	0.016716582	0.000704896	0.002243395	0.001701709	0.001234059	0.035782647	0.010529757												
469.9	0.000146009	0.01805471	0.000757443	0.002326422	0.001689475	0.001233164	0.038226532	0.012262234												
469.1	0.000149044	0.019484826	0.000804327	0.002344742	0.001676795	0.001234701	0.040570387	0.01405981												
468.2	0.000123352	0.020907177	0.000863222	0.002445623	0.001656065	0.001227112	0.042975543	0.016313248												
467.4	0.000146291	0.022325496	0.000930514	0.002454297	0.001638441	0.001199489	0.045206736	0.018655225												
466.5	0.000174433	0.023810888	0.00102216	0.002475501	0.001632692	0.001173857	0.04749035	0.021239415												
465.7	0.000185059	0.025231397	0.001114792	0.002541934	0.001599178	0.001168437	0.049683638	0.023772773												
464.8	0.000173878	0.026547516	0.001259229	0.002588288	0.001569989	0.001161669	0.05179914	0.026678901												
463.9	0.00016168	0.027854828	0.00139393	0.002606675	0.001532542	0.001118598	0.053907854	0.030133153												
463.1	0.000209657	0.029065432	0.001635979	0.002646934	0.001510077	0.001087633	0.05606087	0.034106502												
462.2	0.000272607	0.030194524	0.001826988	0.002683306	0.00145524	0.001043704	0.058199725	0.037947628												
461.4	0.00024937	0.031138806	0.002113557	0.002770524	0.001430339	0.001023463	0.060366612	0.04184291												
460.5	0.000291241	0.031938254	0.002467216	0.002857745	0.001395753	0.000988018	0.06249008	0.045756778												
459.7	0.000324309	0.032491731	0.002884672	0.00291657	0.001363609	0.00097879	0.064659806	0.049655462												
458.8	0.000363128	0.032846738	0.003361765	0.002996308	0.001319615	0.000941226	0.06673392	0.05353499												
458	    0.000379747	0.03296321	0.003981117	0.003122935	0.001304803	0.000917773	0.068812555	0.057305102												
457.1	0.000445756	0.03288926	0.00457011	0.003203594	0.001244129	0.000895139	0.070707937	0.060912397												
456.3	0.000488499	0.032485132	0.005337298	0.003362571	0.001235556	0.000899253	0.07250713	0.064343339												
455.4	0.000598234	0.031986847	0.006249578	0.003551666	0.001250692	0.000892013	0.074084941	0.067544681												
454.6	0.000740691	0.031169124	0.007245243	0.003704198	0.001235716	0.000862391	0.075491165	0.070500389												
453.7	0.000847413	0.030249999	0.008343694	0.003897799	0.001246537	0.00086906	0.076440667	0.073102951												
452.9	0.001009395	0.029108781	0.009576619	0.004182603	0.001246411	0.000860428	0.077036886	0.075452313												
452	    0.00121084	0.027904599	0.010909833	0.004505382	0.001258648	0.000876154	0.077155214	0.077599349												
451.1	0.00146215	0.026557947	0.012351937	0.00483302	0.001290011	0.000874855	0.0768521	0.079506067												
450.3	0.001705083	0.025206476	0.01384684	0.005304074	0.001295886	0.000889288	0.076042774	0.081056773												
449.4	0.002077331	0.023907391	0.015101765	0.005841097	0.001327967	0.000907582	0.075034132	0.082067823												
448.6	0.002315919	0.022997333	0.016263781	0.00617785	0.001333075	0.000929346	0.073813128	0.083429496												
447.7	0.002790591	0.02166206	0.017937127	0.006878168	0.001378532	0.000939534	0.071755127	0.084937628												
446.9	0.003473894	0.020204676	0.019774137	0.00767657	0.001380657	0.000967397	0.068779106	0.086056961												
446	    0.004207063	0.018878841	0.021369203	0.008716151	0.001474435	0.000997259	0.065904337	0.086918789												
445.2	0.0050773	0.01781002	0.022721783	0.009756019	0.001504098	0.001022499	0.062838974	0.087367246												
444.3	0.005981735	0.016938677	0.023929706	0.011003873	0.001565855	0.001060891	0.059747326	0.087716961												
443.5	0.007042817	0.016089321	0.024945336	0.012231086	0.001647873	0.001110231	0.056546636	0.087649712												
442.6	0.008269233	0.015394961	0.025870986	0.013668846	0.001740291	0.001174563	0.053476902	0.087233137												
441.8	0.009480408	0.014833882	0.02651749	0.015052979	0.001847699	0.001240428	0.050385893	0.08637601												
440.9	0.010936331	0.01436012	0.027005065	0.016662331	0.001973237	0.001327563	0.047564029	0.085102725												
440.1	0.012424015	0.013973648	0.02730027	0.018231632	0.002105074	0.001398534	0.0447534	0.08340447												
439.2	0.013928411	0.013697646	0.027434956	0.019840919	0.002299423	0.001513301	0.042333638	0.081300507												
438.3	0.015503709	0.013529225	0.027378086	0.021359687	0.002502615	0.001644454	0.039955057	0.078841784												
437.5	0.01700967	0.013298908	0.027202729	0.02289631	0.002756198	0.001811165	0.037931865	0.076062421												
436.6	0.018473416	0.013227713	0.026860859	0.024182073	0.003027862	0.001978177	0.035993053	0.073141632												
435.8	0.019782958	0.013154661	0.026381095	0.025498069	0.003363378	0.002202039	0.034373736	0.070011542												
434.9	0.020890368	0.013049663	0.0258186	0.026504295	0.00373978	0.002457019	0.032848439	0.066845567												
434.1	0.021812292	0.012976217	0.025190243	0.027448526	0.004193198	0.002755631	0.031602805	0.063989591												
433.2	0.022514553	0.012897353	0.024478787	0.028125981	0.004683633	0.003070992	0.030358003	0.061320015												
432.4	0.022980974	0.012702145	0.023736135	0.028685237	0.005305051	0.003464229	0.029309582	0.058354917												
431.5	0.023195281	0.012573868	0.022933768	0.029032422	0.005960686	0.003906257	0.02832794	0.055413214												
430.7	0.023204933	0.012339385	0.022218101	0.029254837	0.00676834	0.004483852	0.027463368	0.05258592												
429.8	0.023026107	0.012149939	0.021467691	0.0294024	0.007647456	0.005106755	0.0266369	0.050174417												
429	    0.02268527	0.01182443	0.020849456	0.02948396	0.008648643	0.005800555	0.025822645	0.048058766												
428.1	0.022192584	0.011523003	0.020163218	0.029532412	0.009762148	0.006569401	0.025069345	0.046151548												
427.3	0.021635745	0.011149201	0.01968604	0.029617894	0.011007995	0.00743043	0.02436249	0.044377095												
426.4	0.021056659	0.010813698	0.019233858	0.029646117	0.01231	0.008357103	0.023664645	0.042734062												
425.5	0.020389595	0.010310043	0.018923607	0.029895885	0.0137634	0.009376869	0.022995501	0.041223368												
424.7	0.01977113	0.009900569	0.018657093	0.030068998	0.015290721	0.010457105	0.022237082	0.03982598												
423.8	0.019210925	0.009435997	0.018528622	0.030523817	0.016893032	0.011640027	0.021683543	0.038510741												
423	    0.018658832	0.008968099	0.018388652	0.030854775	0.018594391	0.012811334	0.020933559	0.037296196												
422.1	0.018263404	0.008516713	0.018407079	0.031468467	0.020228623	0.014055357	0.02032579	0.036147051												
421.3	0.017839765	0.007999683	0.018310373	0.032160297	0.021982901	0.015330589	0.0196328	0.034958479												
420.4	0.017569675	0.007539685	0.01830009	0.032917445	0.023706485	0.016592309	0.019022598	0.033839677												
419.6	0.017400639	0.007115618	0.01824776	0.033581202	0.025383741	0.017841838	0.018405136	0.032779637												
418.7	0.017285992	0.00670065	0.018243918	0.034500019	0.027012679	0.019103736	0.017949677	0.031808085												
417.9	0.017272141	0.0063214	0.018163777	0.035186117	0.028539192	0.020194751	0.017323541	0.031042602												
417	    0.017318266	0.006078437	0.018176989	0.03584002	0.029505683	0.02098223	0.017047355	0.030270857												
416.2	0.017368206	0.005793222	0.018044757	0.036517497	0.030850263	0.022120692	0.016568398	0.029184659												
415.3	0.017476968	0.005443312	0.017827855	0.037301968	0.032353481	0.023372783	0.016130195	0.028092818												
414.5	0.017586175	0.005105763	0.017561573	0.037933586	0.033668784	0.024401313	0.015700759	0.027081626												
413.6	0.017690134	0.004837597	0.017289922	0.038560197	0.034699421	0.025238191	0.015378883	0.026274702												
412.7	0.01775865	0.004662621	0.016923233	0.038943901	0.035460316	0.025868563	0.01513865	0.025462267												
411.9	0.017806063	0.004528373	0.016570791	0.039177853	0.036015361	0.026371103	0.014955643	0.024742691												
411	    0.017754324	0.004342118	0.016123943	0.039209728	0.036414599	0.026689224	0.014748772	0.023980482												
410.2	0.017691007	0.004191906	0.015654472	0.039143241	0.036558732	0.02689914	0.014693504	0.023378484												
409.3	0.017556693	0.004065299	0.015196825	0.038872012	0.036584715	0.026908216	0.014571038	0.022726423												
408.5	0.017454112	0.004016792	0.01471337	0.038660908	0.036439447	0.026856272	0.014434044	0.02215319												
407.6	0.017220806	0.003898897	0.014155233	0.038105043	0.036159364	0.026679068	0.014372918	0.021629029												
406.8	0.016922661	0.003785794	0.01367329	0.037664772	0.035840933	0.026430758	0.014276339	0.02130756												
405.9	0.016606672	0.003712329	0.013159134	0.037144104	0.035437223	0.026130941	0.014187987	0.020871669												
405.1	0.016293881	0.003608321	0.012629975	0.036528903	0.035038814	0.02581958	0.014143414	0.020528193												
404.2	0.015920812	0.003543258	0.012229643	0.035905825	0.034654194	0.025491357	0.01408498	0.020275453												
403.4	0.015448164	0.003445608	0.011795941	0.035333988	0.034305565	0.025198334	0.014008895	0.020128007												
402.5	0.015092746	0.00343377	0.011342545	0.034702092	0.033957627	0.024931285	0.013964612	0.019863508												
401.7	0.014684775	0.003384613	0.010992577	0.034171231	0.033703166	0.024710546	0.013854734	0.019822485												
400.8	0.014253697	0.003302597	0.01077827	0.033645686	0.033417379	0.024516102	0.013747321	0.019601598												
399.9	0.013780166	0.003217131	0.01048386	0.03321551	0.033266046	0.024359109	0.013627948	0.019584825												
399.1	0.013434974	0.003213434	0.010327332	0.032708124	0.03304372	0.024166823	0.013505791	0.019543523												
398.2	0.013065381	0.003173334	0.010135344	0.032345195	0.032847602	0.024009944	0.013484675	0.019530839												
397.4	0.012773048	0.003154821	0.010010182	0.031933605	0.032591037	0.02382077	0.013333551	0.019464846												
396.5	0.012441332	0.003132555	0.009961943	0.03152139	0.032338773	0.023647461	0.013143867	0.019507449												
395.7	0.012285601	0.003135064	0.009855794	0.031209988	0.032073533	0.02341659	0.013033276	0.019507015												
394.8	0.012085959	0.003106403	0.009901231	0.030953321	0.031742388	0.023199908	0.012871856	0.019560141												
394	    0.011963875	0.003175692	0.009877736	0.030626151	0.031350235	0.022890088	0.012740227	0.019554645												
393.1	0.011874362	0.003232456	0.009908935	0.030325067	0.030884889	0.022603506	0.012634907	0.019525275												
392.3	0.011828099	0.003319021	0.009859583	0.030022573	0.030416897	0.022217918	0.012593606	0.019419449												
391.4	0.011781179	0.003358565	0.009922938	0.029765445	0.0298989	0.0218945	0.012394588	0.019383518												
390.6	0.011759195	0.003507645	0.009940374	0.029463747	0.029319083	0.021472944	0.012241113	0.01932173												
389.7	0.011794268	0.00363791	0.009952725	0.029174544	0.028766708	0.02106109	0.012143626	0.01924098												
388.9	0.011843033	0.003809067	0.010010952	0.028908629	0.028176309	0.020636762	0.0120967	0.01918687												
388	    0.011881356	0.003979628	0.010064723	0.028635055	0.02762515	0.020209742	0.011964147	0.019065714												
387.1	0.011886993	0.004099901	0.010047199	0.028355043	0.027030412	0.019774528	0.011948632	0.018815175												
386.3	0.011953835	0.004254085	0.010115722	0.028086851	0.026516675	0.019382655	0.011825566	0.018661462												
385.4	0.011935336	0.004451046	0.01017302	0.027800281	0.026051884	0.019057111	0.011762615	0.018598495												
384.6	0.011966354	0.00454271	0.010174864	0.027760979	0.025722884	0.018786076	0.011680026	0.018408521												
383.7	0.011964616	0.004645688	0.010230843	0.027548413	0.025183511	0.018358275	0.011576754	0.01823314												
382.9	0.011998971	0.004870473	0.010250724	0.027250718	0.024738453	0.017985465	0.011572359	0.018044754												
382	    0.012049291	0.004994412	0.010246783	0.027054239	0.024307679	0.017640382	0.011377462	0.017755652												
381.2	0.011982864	0.005034434	0.010254098	0.02679828	0.023938286	0.01741901	0.011361563	0.017662938												
380.3	0.011962846	0.005140931	0.01019907	0.026703693	0.023647526	0.017140044	0.011334486	0.017418564												
379.5	0.011921473	0.005142136	0.010116476	0.026536101	0.023379482	0.016961355	0.011353857	0.017323786												
